cve_ent	cve_mun	munid	municipio	estado	nombre
20	428	722	Santa María Quiegolani	Oaxaca	Santa María Quiegolani (Oaxaca)
4	9	723	Escárcega	Campeche	Escárcega (Campeche)
29	17	724	Mazatecochco de José María Morelos	Tlaxcala	Mazatecochco de José María Morelos (Tlaxcala)
21	132	725	San Martín Texmelucan	Puebla	San Martín Texmelucan (Puebla)
14	3	726	Ahualulco de Mercado	Jalisco	Ahualulco de Mercado (Jalisco)
21	145	727	San Sebastián Tlacotepec	Puebla	San Sebastián Tlacotepec (Puebla)
20	410	728	Santa María Ecatepec	Oaxaca	Santa María Ecatepec (Oaxaca)
12	45	729	Olinalá	Guerrero	Olinalá (Guerrero)
15	119	730	Zumpahuacán	México	Zumpahuacán (México)
20	4	731	Asunción Cuyotepeji	Oaxaca	Asunción Cuyotepeji (Oaxaca)
16	51	732	Marcos Castellanos	Michoacán	Marcos Castellanos (Michoacán de Ocampo)
21	181	733	Tlaltenango	Puebla	Tlaltenango (Puebla)
30	27	734	Benito Juárez	Veracruz	Benito Juárez (Veracruz de Ignacio de la Llave)
20	49	735	Magdalena Ocotlán	Oaxaca	Magdalena Ocotlán (Oaxaca)
15	2	736	Acolman	México	Acolman (México)
30	67	737	Filomeno Mata	Veracruz	Filomeno Mata (Veracruz de Ignacio de la Llave)
30	210	738	Uxpanapa	Veracruz	Uxpanapa (Veracruz de Ignacio de la Llave)
31	14	739	Cuncunul	Yucatán	Cuncunul (Yucatán)
8	6	740	Bachíniva	Chihuahua	Bachíniva (Chihuahua)
20	552	741	Tlacotepec Plumas	Oaxaca	Tlacotepec Plumas (Oaxaca)
28	21	742	El Mante	Tamaulipas	El Mante (Tamaulipas)
31	78	743	Tekantó	Yucatán	Tekantó (Yucatán)
20	531	744	Santo Tomás Mazaltepec	Oaxaca	Santo Tomás Mazaltepec (Oaxaca)
20	247	745	Capulálpam de Méndez	Oaxaca	Capulálpam de Méndez (Oaxaca)
14	56	746	Santa María del Oro	Jalisco	Santa María del Oro (Jalisco)
20	227	747	San Lorenzo Cacaotepec	Oaxaca	San Lorenzo Cacaotepec (Oaxaca)
20	510	748	Santo Domingo Ixcatlán	Oaxaca	Santo Domingo Ixcatlán (Oaxaca)
5	10	749	Frontera	Coahuila	Frontera (Coahuila de Zaragoza)
26	25	750	Empalme	Sonora	Empalme (Sonora)
29	8	751	Cuapiaxtla	Tlaxcala	Cuapiaxtla (Tlaxcala)
20	90	752	San Andrés Huaxpaltepec	Oaxaca	San Andrés Huaxpaltepec (Oaxaca)
30	134	753	Puente Nacional	Veracruz	Puente Nacional (Veracruz de Ignacio de la Llave)
23	10	754	Bacalar	Quintana Roo	Bacalar (Quintana Roo)
12	49	755	Pilcaya	Guerrero	Pilcaya (Guerrero)
17	28	756	Xochitepec	Morelos	Xochitepec (Morelos)
16	58	757	Nuevo Parangaricutiro	Michoacán	Nuevo Parangaricutiro (Michoacán de Ocampo)
21	78	758	Huitzilan de Serdán	Puebla	Huitzilan de Serdán (Puebla)
29	25	759	San Pablo del Monte	Tlaxcala	San Pablo del Monte (Tlaxcala)
9	12	760	Tlalpan	Distrito Federal	Tlalpan (Distrito Federal)
6	3	761	Comala	Colima	Comala (Colima)
32	3	762	Atolinga	Zacatecas	Atolinga (Zacatecas)
30	68	763	Fortín	Veracruz	Fortín (Veracruz de Ignacio de la Llave)
20	301	764	San Pedro Apóstol	Oaxaca	San Pedro Apóstol (Oaxaca)
8	43	765	Matachí	Chihuahua	Matachí (Chihuahua)
21	14	766	Amixtlán	Puebla	Amixtlán (Puebla)
20	154	767	San Ildefonso Amatlán	Oaxaca	San Ildefonso Amatlán (Oaxaca)
26	8	768	Bacadéhuachi	Sonora	Bacadéhuachi (Sonora)
20	272	769	San Miguel Panixtlahuaca	Oaxaca	San Miguel Panixtlahuaca (Oaxaca)
30	48	770	Cosoleacaque	Veracruz	Cosoleacaque (Veracruz de Ignacio de la Llave)
20	310	771	San Pedro Ixtlahuaca	Oaxaca	San Pedro Ixtlahuaca (Oaxaca)
26	47	772	Pitiquito	Sonora	Pitiquito (Sonora)
24	3	773	Aquismón	San Luis Potosí	Aquismón (San Luis Potosí)
20	485	774	Santiago Tapextla	Oaxaca	Santiago Tapextla (Oaxaca)
10	12	775	Lerdo	Durango	Lerdo (Durango)
20	369	776	Santa Catarina Quiané	Oaxaca	Santa Catarina Quiané (Oaxaca)
13	23	777	Francisco I. Madero	Hidalgo	Francisco I. Madero (Hidalgo)
15	38	778	Isidro Fabela	México	Isidro Fabela (México)
30	138	779	Río Blanco	Veracruz	Río Blanco (Veracruz de Ignacio de la Llave)
13	66	780	Villa de Tezontepec	Hidalgo	Villa de Tezontepec (Hidalgo)
21	194	781	Venustiano Carranza	Puebla	Venustiano Carranza (Puebla)
28	25	782	Miguel Alemán	Tamaulipas	Miguel Alemán (Tamaulipas)
20	386	783	Santa Cruz Zenzontepec	Oaxaca	Santa Cruz Zenzontepec (Oaxaca)
20	186	784	San Juan Cieneguilla	Oaxaca	San Juan Cieneguilla (Oaxaca)
27	6	785	Cunduacán	Tabasco	Cunduacán (Tabasco)
18	11	786	Ruíz	Nayarit	Ruíz (Nayarit)
30	147	787	Soledad Atzompa	Veracruz	Soledad Atzompa (Veracruz de Ignacio de la Llave)
29	47	788	Lázaro Cárdenas	Tlaxcala	Lázaro Cárdenas (Tlaxcala)
28	8	789	Casas	Tamaulipas	Casas (Tamaulipas)
17	4	790	Ayala	Morelos	Ayala (Morelos)
12	34	791	Huitzuco de los Figueroa	Guerrero	Huitzuco de los Figueroa (Guerrero)
15	124	792	San José del Rincón	México	San José del Rincón (México)
20	256	793	San Mateo Tlapiltepec	Oaxaca	San Mateo Tlapiltepec (Oaxaca)
20	183	794	San Juan Bautista Tlachichilco	Oaxaca	San Juan Bautista Tlachichilco (Oaxaca)
30	13	795	Naranjos Amatlán	Veracruz	Naranjos Amatlán (Veracruz de Ignacio de la Llave)
21	156	796	Tehuacán	Puebla	Tehuacán (Puebla)
29	21	797	Nanacamilpa de Mariano Arista	Tlaxcala	Nanacamilpa de Mariano Arista (Tlaxcala)
22	3	798	Arroyo Seco	Querétaro	Arroyo Seco (Querétaro)
7	65	799	Palenque	Chiapas	Palenque (Chiapas)
20	315	800	San Pedro Mártir	Oaxaca	San Pedro Mártir (Oaxaca)
25	4	801	Concordia	Sinaloa	Concordia (Sinaloa)
30	178	802	Tlacotalpan	Veracruz	Tlacotalpan (Veracruz de Ignacio de la Llave)
26	21	803	La Colorada	Sonora	La Colorada (Sonora)
20	34	804	Guadalupe de Ramírez	Oaxaca	Guadalupe de Ramírez (Oaxaca)
20	489	805	Santiago Tetepec	Oaxaca	Santiago Tetepec (Oaxaca)
21	114	806	Puebla	Puebla	Puebla (Puebla)
20	266	807	San Miguel del Puerto	Oaxaca	San Miguel del Puerto (Oaxaca)
14	103	808	Tonila	Jalisco	Tonila (Jalisco)
14	55	809	Magdalena	Jalisco	Magdalena (Jalisco)
11	29	810	San Diego de la Unión	Guanajuato	San Diego de la Unión (Guanajuato)
20	388	811	Santa Inés del Monte	Oaxaca	Santa Inés del Monte (Oaxaca)
13	37	812	Metztitlán	Hidalgo	Metztitlán (Hidalgo)
20	196	813	San Juan Evangelista Analco	Oaxaca	San Juan Evangelista Analco (Oaxaca)
30	44	814	Córdoba	Veracruz	Córdoba (Veracruz de Ignacio de la Llave)
5	33	815	San Pedro	Coahuila	San Pedro (Coahuila de Zaragoza)
16	99	816	Tuzantla	Michoacán	Tuzantla (Michoacán de Ocampo)
20	257	817	San Melchor Betaza	Oaxaca	San Melchor Betaza (Oaxaca)
15	22	818	Cocotitlán	México	Cocotitlán (México)
8	16	819	La Cruz	Chihuahua	La Cruz (Chihuahua)
21	56	820	Chila de la Sal	Puebla	Chila de la Sal (Puebla)
20	81	821	San Agustín Atenango	Oaxaca	San Agustín Atenango (Oaxaca)
30	180	822	Tlachichilco	Veracruz	Tlachichilco (Veracruz de Ignacio de la Llave)
20	528	823	Santos Reyes Tepejillo	Oaxaca	Santos Reyes Tepejillo (Oaxaca)
17	26	824	Tlayacapan	Morelos	Tlayacapan (Morelos)
29	51	825	San Jerónimo Zacualpan	Tlaxcala	San Jerónimo Zacualpan (Tlaxcala)
16	17	826	Contepec	Michoacán	Contepec (Michoacán de Ocampo)
15	50	827	Juchitepec	México	Juchitepec (México)
30	31	828	Carrillo Puerto	Veracruz	Carrillo Puerto (Veracruz de Ignacio de la Llave)
30	109	829	Misantla	Veracruz	Misantla (Veracruz de Ignacio de la Llave)
30	142	830	San Juan Evangelista	Veracruz	San Juan Evangelista (Veracruz de Ignacio de la Llave)
21	148	831	Santa Isabel Cholula	Puebla	Santa Isabel Cholula (Puebla)
9	15	832	Cuauhtémoc	Distrito Federal	Cuauhtémoc (Distrito Federal)
13	36	833	San Agustín Metzquititlán	Hidalgo	San Agustín Metzquititlán (Hidalgo)
26	51	834	Rosario	Sonora	Rosario (Sonora)
12	81	835	Iliatenco	Guerrero	Iliatenco (Guerrero)
16	110	836	Zinapécuaro	Michoacán	Zinapécuaro (Michoacán de Ocampo)
14	14	837	Atoyac	Jalisco	Atoyac (Jalisco)
14	78	838	San Miguel el Alto	Jalisco	San Miguel el Alto (Jalisco)
20	443	839	Santa María Yavesía	Oaxaca	Santa María Yavesía (Oaxaca)
20	374	840	Santa Cruz Acatepec	Oaxaca	Santa Cruz Acatepec (Oaxaca)
30	62	841	Chocamán	Veracruz	Chocamán (Veracruz de Ignacio de la Llave)
31	56	842	Oxkutzcab	Yucatán	Oxkutzcab (Yucatán)
20	152	843	San Francisco Tlapancingo	Oaxaca	San Francisco Tlapancingo (Oaxaca)
30	165	844	Tepatlaxco	Veracruz	Tepatlaxco (Veracruz de Ignacio de la Llave)
18	18	845	Tuxpan	Nayarit	Tuxpan (Nayarit)
20	29	846	Eloxochitlán de Flores Magón	Oaxaca	Eloxochitlán de Flores Magón (Oaxaca)
13	41	847	Mixquiahuala de Juárez	Hidalgo	Mixquiahuala de Juárez (Hidalgo)
16	73	848	Quiroga	Michoacán	Quiroga (Michoacán de Ocampo)
11	34	849	Santa Catarina	Guanajuato	Santa Catarina (Guanajuato)
30	160	850	Álamo Temapache	Veracruz	Álamo Temapache (Veracruz de Ignacio de la Llave)
27	16	851	Teapa	Tabasco	Teapa (Tabasco)
20	439	852	Santa María Tonameca	Oaxaca	Santa María Tonameca (Oaxaca)
10	15	853	Nazas	Durango	Nazas (Durango)
30	131	854	Poza Rica de Hidalgo	Veracruz	Poza Rica de Hidalgo (Veracruz de Ignacio de la Llave)
4	6	855	Hopelchén	Campeche	Hopelchén (Campeche)
31	103	856	Xocchel	Yucatán	Xocchel (Yucatán)
31	55	857	Opichén	Yucatán	Opichén (Yucatán)
7	119	858	Santiago el Pinar	Chiapas	Santiago el Pinar (Chiapas)
19	17	859	Galeana	Nuevo León	Galeana (Nuevo León)
20	161	860	San Jerónimo Sosola	Oaxaca	San Jerónimo Sosola (Oaxaca)
20	97	861	San Andrés Solaga	Oaxaca	San Andrés Solaga (Oaxaca)
26	53	862	San Felipe de Jesús	Sonora	San Felipe de Jesús (Sonora)
12	29	863	Chilpancingo de los Bravo	Guerrero	Chilpancingo de los Bravo (Guerrero)
20	129	864	San Cristóbal Suchixtlahuaca	Oaxaca	San Cristóbal Suchixtlahuaca (Oaxaca)
15	89	865	Tenango del Aire	México	Tenango del Aire (México)
20	475	866	Santiago Matatlán	Oaxaca	Santiago Matatlán (Oaxaca)
5	35	867	Torreón	Coahuila	Torreón (Coahuila de Zaragoza)
30	168	868	Tequila	Veracruz	Tequila (Veracruz de Ignacio de la Llave)
21	103	869	Nicolás Bravo	Puebla	Nicolás Bravo (Puebla)
21	55	870	Chila	Puebla	Chila (Puebla)
20	542	871	Taniche	Oaxaca	Taniche (Oaxaca)
20	338	872	Villa de Etla	Oaxaca	Villa de Etla (Oaxaca)
2	1	873	Ensenada	Baja California	Ensenada (Baja California)
17	32	874	Zacualpan	Morelos	Zacualpan (Morelos)
13	5	875	Ajacuba	Hidalgo	Ajacuba (Hidalgo)
7	30	876	Chicomuselo	Chiapas	Chicomuselo (Chiapas)
14	114	877	Villa Corona	Jalisco	Villa Corona (Jalisco)
29	53	878	San Juan Huactzinco	Tlaxcala	San Juan Huactzinco (Tlaxcala)
20	130	879	San Dionisio del Mar	Oaxaca	San Dionisio del Mar (Oaxaca)
18	20	880	Bahía de Banderas	Nayarit	Bahía de Banderas (Nayarit)
21	80	881	Atlequizayan	Puebla	Atlequizayan (Puebla)
16	72	882	Queréndaro	Michoacán	Queréndaro (Michoacán de Ocampo)
30	83	883	Ixhuatlán de Madero	Veracruz	Ixhuatlán de Madero (Veracruz de Ignacio de la Llave)
17	17	884	Puente de Ixtla	Morelos	Puente de Ixtla (Morelos)
22	15	885	San Joaquín	Querétaro	San Joaquín (Querétaro)
30	18	886	Aquila	Veracruz	Aquila (Veracruz de Ignacio de la Llave)
16	26	887	Chinicuila	Michoacán	Chinicuila (Michoacán de Ocampo)
20	136	888	San Felipe Usila	Oaxaca	San Felipe Usila (Oaxaca)
14	96	889	Tizapán el Alto	Jalisco	Tizapán el Alto (Jalisco)
20	47	890	Santa Magdalena Jicotlán	Oaxaca	Santa Magdalena Jicotlán (Oaxaca)
21	172	891	Tetela de Ocampo	Puebla	Tetela de Ocampo (Puebla)
14	102	892	Tonaya	Jalisco	Tonaya (Jalisco)
12	21	893	Coyuca de Benítez	Guerrero	Coyuca de Benítez (Guerrero)
13	60	894	Tenango de Doria	Hidalgo	Tenango de Doria (Hidalgo)
20	504	895	Nuevo Zoquiápam	Oaxaca	Nuevo Zoquiápam (Oaxaca)
21	198	896	Xicotlán	Puebla	Xicotlán (Puebla)
20	335	897	San Pedro Yaneri	Oaxaca	San Pedro Yaneri (Oaxaca)
15	115	898	Xonacatlán	México	Xonacatlán (México)
24	42	899	Tanquián de Escobedo	San Luis Potosí	Tanquián de Escobedo (San Luis Potosí)
20	197	900	San Juan Guelavía	Oaxaca	San Juan Guelavía (Oaxaca)
19	32	901	Lampazos de Naranjo	Nuevo León	Lampazos de Naranjo (Nuevo León)
20	425	902	Santa María Pápalo	Oaxaca	Santa María Pápalo (Oaxaca)
12	47	903	Pedro Ascencio Alquisiras	Guerrero	Pedro Ascencio Alquisiras (Guerrero)
8	30	904	Guazapares	Chihuahua	Guazapares (Chihuahua)
13	35	905	Metepec	Hidalgo	Metepec (Hidalgo)
24	15	906	Charcas	San Luis Potosí	Charcas (San Luis Potosí)
15	54	907	Metepec	México	Metepec (México)
30	184	908	Tlaquilpa	Veracruz	Tlaquilpa (Veracruz de Ignacio de la Llave)
31	80	909	Tekit	Yucatán	Tekit (Yucatán)
29	34	910	Tlaxco	Tlaxcala	Tlaxco (Tlaxcala)
20	189	911	San Juan Comaltepec	Oaxaca	San Juan Comaltepec (Oaxaca)
23	5	912	Benito Juárez	Quintana Roo	Benito Juárez (Quintana Roo)
20	263	913	San Miguel Coatlán	Oaxaca	San Miguel Coatlán (Oaxaca)
20	92	914	San Andrés Ixtlahuaca	Oaxaca	San Andrés Ixtlahuaca (Oaxaca)
5	5	915	Candela	Coahuila	Candela (Coahuila de Zaragoza)
20	21	916	Cosolapa	Oaxaca	Cosolapa (Oaxaca)
26	34	917	Huépac	Sonora	Huépac (Sonora)
25	17	918	Sinaloa	Sinaloa	Sinaloa (Sinaloa)
13	33	919	Juárez Hidalgo	Hidalgo	Juárez Hidalgo (Hidalgo)
19	26	920	Guadalupe	Nuevo León	Guadalupe (Nuevo León)
12	25	921	Cuautepec	Guerrero	Cuautepec (Guerrero)
30	20	922	Atlahuilco	Veracruz	Atlahuilco (Veracruz de Ignacio de la Llave)
15	74	923	San Felipe del Progreso	México	San Felipe del Progreso (México)
7	16	924	Catazajá	Chiapas	Catazajá (Chiapas)
5	37	925	Villa Unión	Coahuila	Villa Unión (Coahuila de Zaragoza)
14	57	926	La Manzanilla de la Paz	Jalisco	La Manzanilla de la Paz (Jalisco)
30	202	927	Zontecomatlán de López y Fuentes	Veracruz	Zontecomatlán de López y Fuentes (Veracruz de Ignacio de la Llave)
15	64	928	El Oro	México	El Oro (México)
26	49	929	Quiriego	Sonora	Quiriego (Sonora)
20	296	930	San Pablo Macuiltianguis	Oaxaca	San Pablo Macuiltianguis (Oaxaca)
20	438	931	Santa María Tlalixtac	Oaxaca	Santa María Tlalixtac (Oaxaca)
30	87	932	Xalapa	Veracruz	Xalapa (Veracruz de Ignacio de la Llave)
21	190	933	Totoltepec de Guerrero	Puebla	Totoltepec de Guerrero (Puebla)
28	34	934	San Carlos	Tamaulipas	San Carlos (Tamaulipas)
32	15	935	El Plateado de Joaquín Amaro	Zacatecas	El Plateado de Joaquín Amaro (Zacatecas)
31	19	936	Chemax	Yucatán	Chemax (Yucatán)
16	32	937	Erongarícuaro	Michoacán	Erongarícuaro (Michoacán de Ocampo)
29	49	938	San Damián Texóloc	Tlaxcala	San Damián Texóloc (Tlaxcala)
30	101	939	Mariano Escobedo	Veracruz	Mariano Escobedo (Veracruz de Ignacio de la Llave)
15	112	940	Villa del Carbón	México	Villa del Carbón (México)
31	1	941	Abalá	Yucatán	Abalá (Yucatán)
12	8	942	Atenango del Río	Guerrero	Atenango del Río (Guerrero)
20	378	943	Santa Cruz Mixtepec	Oaxaca	Santa Cruz Mixtepec (Oaxaca)
7	91	944	Tapilula	Chiapas	Tapilula (Chiapas)
32	42	945	Sombrerete	Zacatecas	Sombrerete (Zacatecas)
5	36	946	Viesca	Coahuila	Viesca (Coahuila de Zaragoza)
30	133	947	Pueblo Viejo	Veracruz	Pueblo Viejo (Veracruz de Ignacio de la Llave)
20	25	948	Chahuites	Oaxaca	Chahuites (Oaxaca)
21	177	949	Tlacotepec de Benito Juárez	Puebla	Tlacotepec de Benito Juárez (Puebla)
30	118	950	Orizaba	Veracruz	Orizaba (Veracruz de Ignacio de la Llave)
21	1	951	Acajete	Puebla	Acajete (Puebla)
20	8	952	Asunción Tlacolulita	Oaxaca	Asunción Tlacolulita (Oaxaca)
20	390	953	Santa Lucía del Camino	Oaxaca	Santa Lucía del Camino (Oaxaca)
20	509	954	Santo Domingo de Morelos	Oaxaca	Santo Domingo de Morelos (Oaxaca)
15	120	955	Zumpango	México	Zumpango (México)
15	7	956	Amanalco	México	Amanalco (México)
21	19	957	Atlixco	Puebla	Atlixco (Puebla)
21	96	958	Mazapiltepec de Juárez	Puebla	Mazapiltepec de Juárez (Puebla)
16	113	959	José Sixto Verduzco	Michoacán	José Sixto Verduzco (Michoacán de Ocampo)
20	449	960	Santa María Zoquitlán	Oaxaca	Santa María Zoquitlán (Oaxaca)
11	21	961	Moroleón	Guanajuato	Moroleón (Guanajuato)
15	24	962	Cuautitlán	México	Cuautitlán (México)
26	29	963	Guaymas	Sonora	Guaymas (Sonora)
14	80	964	San Sebastián del Oeste	Jalisco	San Sebastián del Oeste (Jalisco)
12	53	965	San Marcos	Guerrero	San Marcos (Guerrero)
5	23	966	Ocampo	Coahuila	Ocampo (Coahuila de Zaragoza)
16	85	967	Tangancícuaro	Michoacán	Tangancícuaro (Michoacán de Ocampo)
19	45	968	Salinas Victoria	Nuevo León	Salinas Victoria (Nuevo León)
21	102	969	Nealtican	Puebla	Nealtican (Puebla)
29	29	970	Tepeyanco	Tlaxcala	Tepeyanco (Tlaxcala)
20	460	971	Santiago Choápam	Oaxaca	Santiago Choápam (Oaxaca)
16	28	972	Churintzio	Michoacán	Churintzio (Michoacán de Ocampo)
22	12	973	Pedro Escobedo	Querétaro	Pedro Escobedo (Querétaro)
20	53	974	Magdalena Tlacotepec	Oaxaca	Magdalena Tlacotepec (Oaxaca)
1	11	975	San Francisco de los Romo	Aguascalientes	San Francisco de los Romo (Aguascalientes)
31	96	976	Tizimín	Yucatán	Tizimín (Yucatán)
24	12	977	Tancanhuitz	San Luis Potosí	Tancanhuitz (San Luis Potosí)
19	4	978	Allende	Nuevo León	Allende (Nuevo León)
13	39	979	Mineral del Monte	Hidalgo	Mineral del Monte (Hidalgo)
3	8	980	Los Cabos	Baja California Sur	Los Cabos (Baja California Sur)
31	102	981	Valladolid	Yucatán	Valladolid (Yucatán)
8	65	982	Urique	Chihuahua	Urique (Chihuahua)
15	77	983	San Simón de Guerrero	México	San Simón de Guerrero (México)
30	46	984	Cosautlán de Carvajal	Veracruz	Cosautlán de Carvajal (Veracruz de Ignacio de la Llave)
20	355	985	Santa Ana Cuauhtémoc	Oaxaca	Santa Ana Cuauhtémoc (Oaxaca)
10	3	986	Coneto de Comonfort	Durango	Coneto de Comonfort (Durango)
9	3	987	Coyoacán	Distrito Federal	Coyoacán (Distrito Federal)
20	217	988	San Juan Tamazola	Oaxaca	San Juan Tamazola (Oaxaca)
15	9	989	Amecameca	México	Amecameca (México)
15	61	990	Nopaltepec	México	Nopaltepec (México)
7	6	991	Amatenango de la Frontera	Chiapas	Amatenango de la Frontera (Chiapas)
11	8	992	Manuel Doblado	Guanajuato	Manuel Doblado (Guanajuato)
20	108	993	San Antonio Huitepec	Oaxaca	San Antonio Huitepec (Oaxaca)
21	57	994	Honey	Puebla	Honey (Puebla)
32	12	995	Genaro Codina	Zacatecas	Genaro Codina (Zacatecas)
11	25	996	Purísima del Rincón	Guanajuato	Purísima del Rincón (Guanajuato)
15	52	997	Malinalco	México	Malinalco (México)
12	51	998	Quechultenango	Guerrero	Quechultenango (Guerrero)
19	28	999	Higueras	Nuevo León	Higueras (Nuevo León)
16	45	1000	Jiquilpan	Michoacán	Jiquilpan (Michoacán de Ocampo)
16	100	1001	Tzintzuntzan	Michoacán	Tzintzuntzan (Michoacán de Ocampo)
20	171	1002	San José Tenango	Oaxaca	San José Tenango (Oaxaca)
30	40	1003	Coatzintla	Veracruz	Coatzintla (Veracruz de Ignacio de la Llave)
30	75	1004	Ignacio de la Llave	Veracruz	Ignacio de la Llave (Veracruz de Ignacio de la Llave)
18	13	1005	San Pedro Lagunillas	Nayarit	San Pedro Lagunillas (Nayarit)
7	70	1006	El Porvenir	Chiapas	El Porvenir (Chiapas)
28	29	1007	Ocampo	Tamaulipas	Ocampo (Tamaulipas)
31	57	1008	Panabá	Yucatán	Panabá (Yucatán)
20	289	1009	San Nicolás	Oaxaca	San Nicolás (Oaxaca)
13	10	1010	Atitalaquia	Hidalgo	Atitalaquia (Hidalgo)
20	236	1011	San Marcial Ozolotepec	Oaxaca	San Marcial Ozolotepec (Oaxaca)
20	477	1012	Santiago Minas	Oaxaca	Santiago Minas (Oaxaca)
7	82	1013	Sitalá	Chiapas	Sitalá (Chiapas)
7	43	1014	Ixtacomitán	Chiapas	Ixtacomitán (Chiapas)
30	11	1015	Alvarado	Veracruz	Alvarado (Veracruz de Ignacio de la Llave)
15	88	1016	Tenancingo	México	Tenancingo (México)
20	357	1017	Santa Ana Tavela	Oaxaca	Santa Ana Tavela (Oaxaca)
14	19	1018	Bolaños	Jalisco	Bolaños (Jalisco)
20	383	1019	Santa Cruz Tayata	Oaxaca	Santa Cruz Tayata (Oaxaca)
21	199	1020	Xiutetelco	Puebla	Xiutetelco (Puebla)
30	146	1021	Sochiapa	Veracruz	Sochiapa (Veracruz de Ignacio de la Llave)
20	166	1022	San José Chiltepec	Oaxaca	San José Chiltepec (Oaxaca)
20	51	1023	Magdalena Teitipac	Oaxaca	Magdalena Teitipac (Oaxaca)
30	69	1024	Gutiérrez Zamora	Veracruz	Gutiérrez Zamora (Veracruz de Ignacio de la Llave)
16	4	1025	Angamacutiro	Michoacán	Angamacutiro (Michoacán de Ocampo)
14	1	1026	Acatic	Jalisco	Acatic (Jalisco)
13	44	1027	Nopala de Villagrán	Hidalgo	Nopala de Villagrán (Hidalgo)
20	149	1028	San Francisco Sola	Oaxaca	San Francisco Sola (Oaxaca)
16	49	1029	Madero	Michoacán	Madero (Michoacán de Ocampo)
14	12	1030	Atenguillo	Jalisco	Atenguillo (Jalisco)
5	20	1031	Múzquiz	Coahuila	Múzquiz (Coahuila de Zaragoza)
20	533	1032	Santo Tomás Tamazulapan	Oaxaca	Santo Tomás Tamazulapan (Oaxaca)
30	37	1033	Coahuitlán	Veracruz	Coahuitlán (Veracruz de Ignacio de la Llave)
7	54	1034	Mazatán	Chiapas	Mazatán (Chiapas)
14	86	1035	Tapalpa	Jalisco	Tapalpa (Jalisco)
31	42	1036	Kantunil	Yucatán	Kantunil (Yucatán)
29	32	1037	Tetlatlahuca	Tlaxcala	Tetlatlahuca (Tlaxcala)
20	258	1038	San Miguel Achiutla	Oaxaca	San Miguel Achiutla (Oaxaca)
11	17	1039	Irapuato	Guanajuato	Irapuato (Guanajuato)
21	94	1040	Libres	Puebla	Libres (Puebla)
21	15	1041	Amozoc	Puebla	Amozoc (Puebla)
20	334	1042	Villa de Tututepec de Melchor Ocampo	Oaxaca	Villa de Tututepec de Melchor Ocampo (Oaxaca)
31	79	1043	Tekax	Yucatán	Tekax (Yucatán)
26	32	1044	Huásabas	Sonora	Huásabas (Sonora)
12	58	1045	Teloloapan	Guerrero	Teloloapan (Guerrero)
21	42	1046	Cuayuca de Andrade	Puebla	Cuayuca de Andrade (Puebla)
30	107	1047	Las Minas	Veracruz	Las Minas (Veracruz de Ignacio de la Llave)
16	90	1048	Tingambato	Michoacán	Tingambato (Michoacán de Ocampo)
30	36	1049	Coacoatzintla	Veracruz	Coacoatzintla (Veracruz de Ignacio de la Llave)
13	31	1050	Jacala de Ledezma	Hidalgo	Jacala de Ledezma (Hidalgo)
28	26	1051	Miquihuana	Tamaulipas	Miquihuana (Tamaulipas)
20	398	1052	Ayoquezco de Aldama	Oaxaca	Ayoquezco de Aldama (Oaxaca)
32	1	1053	Apozol	Zacatecas	Apozol (Zacatecas)
20	58	1054	Mazatlán Villa de Flores	Oaxaca	Mazatlán Villa de Flores (Oaxaca)
21	79	1055	Huitziltepec	Puebla	Huitziltepec (Puebla)
15	123	1056	Luvianos	México	Luvianos (México)
20	209	1057	San Juan Mixtepec -Dto. 26 -	Oaxaca	San Juan Mixtepec -Dto. 26 - (Oaxaca)
31	15	1058	Cuzamá	Yucatán	Cuzamá (Yucatán)
32	19	1059	Jalpa	Zacatecas	Jalpa (Zacatecas)
4	2	1060	Campeche	Campeche	Campeche (Campeche)
19	34	1061	Marín	Nuevo León	Marín (Nuevo León)
6	1	1062	Armería	Colima	Armería (Colima)
13	62	1063	Tepehuacán de Guerrero	Hidalgo	Tepehuacán de Guerrero (Hidalgo)
31	94	1064	Tixmehuac	Yucatán	Tixmehuac (Yucatán)
20	492	1065	Santiago Tilantongo	Oaxaca	Santiago Tilantongo (Oaxaca)
7	115	1066	Maravilla Tenejapa	Chiapas	Maravilla Tenejapa (Chiapas)
1	5	1067	Jesús María	Aguascalientes	Jesús María (Aguascalientes)
24	19	1068	Lagunillas	San Luis Potosí	Lagunillas (San Luis Potosí)
21	76	1069	Hueytamalco	Puebla	Hueytamalco (Puebla)
15	91	1070	Teoloyucan	México	Teoloyucan (México)
5	18	1071	Monclova	Coahuila	Monclova (Coahuila de Zaragoza)
30	41	1072	Coetzala	Veracruz	Coetzala (Veracruz de Ignacio de la Llave)
26	26	1073	Etchojoa	Sonora	Etchojoa (Sonora)
20	298	1074	San Pablo Villa de Mitla	Oaxaca	San Pablo Villa de Mitla (Oaxaca)
19	49	1075	Santiago	Nuevo León	Santiago (Nuevo León)
24	1	1076	Ahualulco	San Luis Potosí	Ahualulco (San Luis Potosí)
26	72	1077	San Ignacio Río Muerto	Sonora	San Ignacio Río Muerto (Sonora)
31	84	1078	Temax	Yucatán	Temax (Yucatán)
29	26	1079	Santa Cruz Tlaxcala	Tlaxcala	Santa Cruz Tlaxcala (Tlaxcala)
20	204	1080	San Juan Lajarcia	Oaxaca	San Juan Lajarcia (Oaxaca)
