"gid"	"nombre"	"nombre_dec"	"tipo"	"entidad"	"fecha_dec"	"cat_orig"	"cat_dec"	"sub_catego"	"supha_dec"	"ha_orig"	"area_orig"	"perim_orig"	"mun_orig"	"mun_dec"	"mun_2010"	"fuente"	"decretos"	"cov_"	"cov_id"	"maxsimptol"	"minsimptol"	"anpestid"
"297"	"Metropolitano de Naucalapan"	""	"Estatal"	"México"	"5/6/2003"	"Estatal"	"Parque Estatal"	"Sin dato"	"186.2109"	"0.3970"	"42683.6350"	"824.1680"	"Sin dato"	"Naucalpan de Juárez"	"Naucalpan de Juárez"	"CIBIOGEM"	"2"	"296"	"297"	"50.00000000000"	"50.00000000000"	"300"
"304"	"Sistema Tetzcotzingo"	"Sistema Tetzcotzinco"	"Estatal"	"México"	"4/6/2001"	"Reserva Ecológica Estatal"	"Reserva Estatal"	"Sin dato"	"7810.9514"	"725.6660"	"78109736.2290"	"49514.0110"	"Sin dato"	"Texcoco"	"Tepetlaoxtoc, Texcoco"	"CIBIOGEM"	"1"	"303"	"304"	"50.00000000000"	"50.00000000000"	"306"
"305"	"Alameda Poniente San José de la Pila"	""	"Estatal"	"México"	"20/1/1993"	"Estatal"	"Parque Estatal"	"Sin dato"	"173.7660"	"16.1440"	"1737668.7630"	"6167.2150"	"Sin dato"	"Toluca"	"Toluca"	"CIBIOGEM"	"1"	"304"	"305"	"50.00000000000"	"50.00000000000"	"307"
"306"	"Tlalnepantla"	"Parque Tlalnepantla"	"Municipal"	"México"	"15/2/1979"	"Municipal"	"Parque Municipal"	"Sin dato"	"4.2084"	"0.3900"	"41931.6740"	"1224.9280"	"Sin dato"	"Tlalnepantla"	"Tlalnepantla de Baz"	"CIBIOGEM"	"1"	"305"	"306"	"50.00000000000"	"50.00000000000"	"308"
"307"	"Las Sequoias"	""	"Municipal"	"México"	"8/3/1995"	"Municipal"	"Parque Municipal"	"Sin dato"	"8.0394"	"0.7440"	"80098.9010"	"1225.4440"	"Sin dato"	"Jilotepec"	"Jilotepec"	"CIBIOGEM"	"1"	"306"	"307"	"50.00000000000"	"50.00000000000"	"309"
"308"	"Lagunas de Chignahuapan"	"Laguna de Chignahuapan"	"Municipal"	"México"	"8/7/1978"	"Municipal"	"Parque Municipal"	"Sin dato"	"77.3212"	"6.8560"	"737950.5720"	"3703.0020"	"Sin dato"	"Almoloya del Río"	"Almoloya del Río, Atizapán"	"CIBIOGEM"	"1"	"307"	"308"	"50.00000000000"	"50.00000000000"	"310"
"309"	"Calvario de Metepec"	""	"Municipal"	"México"	"20/7/1988"	"Municipal"	"Parque Municipal"	"Sin dato"	"21.1771"	"1.9670"	"211757.0950"	"1942.2700"	"Sin dato"	"Metepec"	"Metepec"	"CIBIOGEM"	"1"	"308"	"309"	"50.00000000000"	"50.00000000000"	"311"
"310"	"Tollocan-Calimaya"	""	"Estatal"	"México"	"29/8/1981"	"Estatal"	"Parque Ecológico, Zoológico, Recreativo y Turístico"	"Sin dato"	"159.2279"	"3.0460"	"327904.7460"	"3660.2040"	"Sin dato"	"Calimaya"	"Calimaya"	"CIBIOGEM"	"1"	"309"	"310"	"50.00000000000"	"50.00000000000"	"312"
"311"	"Tollocan-Calimaya"	""	"Estatal"	"México"	"29/8/1981"	"Estatal"	"Parque Ecológico, Zoológico, Recreativo y Turístico"	"Sin dato"	"159.2279"	"11.7540"	"1265178.7010"	"8544.1390"	"Sin dato"	"Calimaya"	"Calimaya, Toluca"	"CIBIOGEM"	"1"	"310"	"311"	"50.00000000000"	"50.00000000000"	"313"
"312"	"Atizapán Valle Escondido los Ciervos"	"Atizapán - Valle Escondido"	"Estatal"	"México"	"10/6/1978"	"Estatal"	"Parque Estatal"	"Sin dato"	"300.0000"	"28.3750"	"3054293.1630"	"9636.8430"	"Sin dato"	"Atizapán de Zaragoza"	"Atizapán de Zaragoza"	"CIBIOGEM"	"1"	"311"	"312"	"50.00000000000"	"50.00000000000"	"314"
"315"	"Isla de las Aves"	""	"Estatal"	"México"	"19/6/1980"	"Estatal"	"Parque Estatal Ecológico, Turístico y Recreativo"	"Sin dato"	"11.5121"	"0.2100"	"22565.2740"	"613.3270"	"Sin dato"	"Atlacomulco"	"Atlacomulco"	"CIBIOGEM"	"1"	"314"	"315"	"50.00000000000"	"50.00000000000"	"315"
"316"	"Isla de las Aves"	""	"Estatal"	"México"	"19/6/1980"	"Estatal"	"Parque Estatal Ecológico, Turístico y Recreativo"	"Sin dato"	"11.5121"	"0.4510"	"48548.8140"	"1143.5550"	"Sin dato"	"Atlacomulco"	"Atlacomulco"	"CIBIOGEM"	"1"	"315"	"316"	"50.00000000000"	"50.00000000000"	"316"
"317"	"Isla de las Aves"	""	"Estatal"	"México"	"19/6/1980"	"Estatal"	"Parque Estatal Ecológico, Turístico y Recreativo"	"Sin dato"	"11.5121"	"0.4210"	"1369741.6360"	"12766.4140"	"Sin dato"	"Atlacomulco"	"Atlacomulco, Timilpan"	"CIBIOGEM"	"1"	"316"	"317"	"50.00000000000"	"50.00000000000"	"317"
"318"	"El Ocotal"	""	"Estatal"	"México"	"23/7/1977"	"Estatal"	"Parque Natural de Recreación Popular"	"Sin dato"	"122.1443"	"11.5420"	"1242395.1830"	"5234.7000"	"Sin dato"	"Timilpan"	"Morelos, Timilpan"	"CIBIOGEM"	"1"	"317"	"318"	"50.00000000000"	"6.25000000000"	"318"
"321"	"Lic. Isidro Fabela"	""	"Estatal"	"México"	"8/2/1975"	"Estatal"	"Parque Estatal"	"Sin dato"	"3701.0000"	"339.1130"	"36501648.8390"	"41817.2570"	"Sin dato"	"Jocotitlán"	"Atlacomulco, Jocotitlán, Morelos"	"CIBIOGEM"	"1"	"320"	"321"	"50.00000000000"	"50.00000000000"	"321"
"322"	"Naucalli"	"Parque Estado de México-Naucalli"	"Estatal"	"México"	"9/10/1982"	"Estatal"	"Parque Estatal"	"Sin dato"	"53.2300"	"0.7200"	"77485.7080"	"1320.3520"	"Sin dato"	"Naucalpan de Juárez"	"Naucalpan de Juárez"	"CIBIOGEM"	"1"	"321"	"322"	"50.00000000000"	"50.00000000000"	"322"
"323"	"Naucalli"	"Parque Estado de México-Naucalli"	"Estatal"	"México"	"9/10/1982"	"Estatal"	"Parque Estatal"	"Sin dato"	"53.2300"	"4.1140"	"442773.7170"	"2663.8990"	"Sin dato"	"Naucalpan de Juárez"	"Naucalpan de Juárez"	"CIBIOGEM"	"1"	"322"	"323"	"50.00000000000"	"50.00000000000"	"323"
"328"	"Zona Sujeta a Conservación Barrancas de Tecamachalco"	""	"Estatal"	"México"	"17/1/1996"	"Reserva Ecológica Estatal"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"15.4228"	"0.5320"	"57240.8960"	"1985.9380"	"Sin dato"	"Naucalpan de Juárez"	"Miguel Hidalgo, Naucalpan de Juárez"	"CIBIOGEM"	"1"	"327"	"328"	"50.00000000000"	"50.00000000000"	"324"
"329"	"Zona Sujeta a Conservación Ambiental Río San Joaquín"	""	"Estatal"	"México"	"16/8/1994"	"Reserva Ecológica Estatal"	"Zona Sujeta a Conservación Ambiental"	"Sin dato"	"129.7766"	"1.1030"	"118776.3910"	"4505.7640"	"Sin dato"	"Huixquilucan"	"Huixquilucan"	"CIBIOGEM"	"1"	"328"	"329"	"50.00000000000"	"50.00000000000"	"325"
"336"	"Zona Sujeta a Conservación Ambiental Barranca del Huizachal"	"Barrancas del Huizachal, del Arroyo Santa Cruz y del Arroyo Plan de la Zanja"	"Estatal"	"México"	"24/5/2004"	"Reserva Ecológica Estatal"	"Zona Sujeta a Conservación Ambiental"	"Sin dato"	"11.0820"	"0.2560"	"27548.9750"	"1264.0010"	"Sin dato"	"Naucalpan de Juárez"	"Naucalpan de Juárez"	"CIBIOGEM"	"2"	"335"	"336"	"50.00000000000"	"50.00000000000"	"336"
"337"	"Zona Sujeta a Conservación Ambiental Barranca del Huizachal"	"Barrancas del Huizachal, del Arroyo Santa Cruz y del Arroyo Plan de la Zanja"	"Estatal"	"México"	"24/5/2004"	"Reserva Ecológica Estatal"	"Zona Sujeta a Conservación Ambiental"	"Sin dato"	"11.0820"	"0.2560"	"27538.8040"	"1456.3260"	"Sin dato"	"Naucalpan de Juárez"	"Naucalpan de Juárez"	"CIBIOGEM"	"2"	"336"	"337"	"50.00000000000"	"50.00000000000"	"337"
"338"	"Zona Sujeta a Conservación Ambiental Barranca del Huizachal"	"Barrancas del Huizachal, del Arroyo Santa Cruz y del Arroyo Plan de la Zanja"	"Estatal"	"México"	"24/5/2004"	"Reserva Ecológica Estatal"	"Zona Sujeta a Conservación Ambiental"	"Sin dato"	"11.0820"	"0.3190"	"34369.9910"	"1457.0230"	"Sin dato"	"Naucalpan de Juárez"	"Huixquilucan"	"CIBIOGEM"	"2"	"337"	"338"	"50.00000000000"	"50.00000000000"	"338"
"339"	"Zona Sujeta a Conservación Ambiental Barranca del Huizachal"	"Barrancas del Huizachal, del Arroyo Santa Cruz y del Arroyo Plan de la Zanja"	"Estatal"	"México"	"24/5/2004"	"Reserva Ecológica Estatal"	"Zona Sujeta a Conservación Ambiental"	"Sin dato"	"11.0820"	"0.3190"	"6778.0430"	"456.8350"	"Sin dato"	"Naucalpan de Juárez"	"Huixquilucan"	"CIBIOGEM"	"2"	"338"	"339"	"50.00000000000"	"50.00000000000"	"339"
"340"	"Zona Sujeta a Conservación Ambiental Barranca del Huizachal"	"Barrancas del Huizachal, del Arroyo Santa Cruz y del Arroyo Plan de la Zanja"	"Estatal"	"México"	"24/5/2004"	"Reserva Ecológica Estatal"	"Zona Sujeta a Conservación Ambiental"	"Sin dato"	"11.0820"	"0.4670"	"50221.8940"	"1754.1610"	"Sin dato"	"Naucalpan de Juárez"	"Naucalpan de Juárez"	"CIBIOGEM"	"2"	"339"	"340"	"50.00000000000"	"50.00000000000"	"340"
"341"	"Zona Sujeta a Conservación Ambiental Barranca del Huizachal"	"Barrancas del Huizachal, del Arroyo Santa Cruz y del Arroyo Plan de la Zanja"	"Estatal"	"México"	"24/5/2004"	"Reserva Ecológica Estatal"	"Zona Sujeta a Conservación Ambiental"	"Sin dato"	"11.0820"	"0.5080"	"54645.0900"	"1612.0850"	"Sin dato"	"Naucalpan de Juárez"	"Huixquilucan, Naucalpan de Juárez"	"CIBIOGEM"	"2"	"340"	"341"	"50.00000000000"	"50.00000000000"	"341"
"324"	"Oso Bueno"	"El Oso Bueno"	"Estatal"	"México"	"7/6/1977"	"Estatal"	"Parque Estatal"	"Sin dato"	"15288.0000"	"724.3270"	"77965625.3180"	"77557.5450"	"Sin dato"	"Acambay, Aculco"	"Acambay de Ruíz Castañeda, Aculco, Amealco de Bonfil"	"CIBIOGEM"	"1"	"323"	"324"	"50.00000000000"	"0.78125000000"	"326"
"330"	"Zona Sujeta a Conservación Ambiental Río San Joaquín"	""	"Estatal"	"México"	"16/8/1994"	"Reserva Ecológica Estatal"	"Zona Sujeta a Conservación Ambiental"	"Sin dato"	"129.7766"	"2.0970"	"225705.4760"	"5184.4400"	"Sin dato"	"Huixquilucan"	"Huixquilucan, Naucalpan de Juárez"	"CIBIOGEM"	"1"	"329"	"330"	"50.00000000000"	"50.00000000000"	"327"
"331"	"Zona Sujeta a Conservación Ambiental La Pastora"	""	"Estatal"	"México"	"16/8/1994"	"Reserva Ecológica Estatal"	"Zona Sujeta a Conservación Ambiental"	"Sin dato"	"129.7766"	"3.7730"	"406168.1580"	"10144.9090"	"Sin dato"	"Huixquilucan"	"Cuajimalpa de Morelos, Huixquilucan"	"CIBIOGEM"	"1"	"330"	"331"	"50.00000000000"	"50.00000000000"	"328"
"332"	"Zona Sujeta a Conservación Ambiental La Pastora"	""	"Estatal"	"México"	"16/8/1994"	"Reserva Ecológica Estatal"	"Zona Sujeta a Conservación Ambiental"	"Sin dato"	"129.7766"	"4.1700"	"448885.9880"	"8069.8610"	"Sin dato"	"Huixquilucan"	"Cuajimalpa de Morelos, Huixquilucan"	"CIBIOGEM"	"1"	"331"	"332"	"50.00000000000"	"50.00000000000"	"329"
"333"	"Zona Sujeta a Conservación Ambiental La Loma"	"Barrancas Río La Pastora, Río de la Loma y Río San Joaquín"	"Estatal"	"México"	"16/8/1994"	"Reserva Ecológica Estatal"	"Zona Sujeta a Conservación Ambiental"	"Sin dato"	"129.7766"	"0.3440"	"36979.7590"	"2761.8850"	"Sin dato"	"Huixquilucan"	"Huixquilucan"	"CIBIOGEM"	"1"	"332"	"333"	"50.00000000000"	"6.25000000000"	"330"
"334"	"Zona Sujeta a Conservación Ambiental La Loma"	""	"Estatal"	"México"	"16/8/1994"	"Reserva Ecológica Estatal"	"Zona Sujeta a Conservación Ambiental"	"Sin dato"	"129.7766"	"0.4800"	"51703.5000"	"2620.8950"	"Sin dato"	"Huixquilucan"	"Huixquilucan"	"CIBIOGEM"	"1"	"333"	"334"	"50.00000000000"	"50.00000000000"	"331"
"335"	"Zona Sujeta a Conservación Ambiental Barranca del Huizachal"	"Barrancas del Huizachal, del Arroyo Santa Cruz y del Arroyo Plan de la Zanja"	"Estatal"	"México"	"24/5/2004"	"Reserva Ecológica Estatal"	"Zona Sujeta a Conservación Ambiental"	"Sin dato"	"11.0820"	"1.1010"	"118515.9070"	"4060.3750"	"Sin dato"	"Naucalpan de Juárez"	"Huixquilucan, Naucalpan de Juárez"	"CIBIOGEM"	"2"	"334"	"335"	"50.00000000000"	"50.00000000000"	"332"
"325"	"Oso Bueno"	"El Oso Bueno"	"Estatal"	"México"	"7/6/1977"	"Estatal"	"Parque Estatal"	"Sin dato"	"15288.0000"	"697.0370"	"75028141.5540"	"99885.7100"	"Sin dato"	"Acambay, Aculco"	"Acambay de Ruíz Castañeda, Aculco"	"CIBIOGEM"	"1"	"324"	"325"	"50.00000000000"	"1.56250000000"	"333"
"326"	"Tecula"	""	"Municipal"	"México"	"13/8/1977"	"Municipal"	"Parque Municipal"	"Sin dato"	"83.0000"	"81.7710"	"8801696.4160"	"19003.7560"	"Sin dato"	"Texcalyacac"	"Joquicingo, Ocuilan, Texcalyacac, Tianguistenco"	"CIBIOGEM"	"1"	"325"	"326"	"50.00000000000"	"0.00610351563"	"334"
"327"	"Zona Sujeta a Conservación Barrancas de Tecamachalco"	""	"Estatal"	"México"	"17/1/1996"	"Reserva Ecológica Estatal"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"15.4228"	"0.8520"	"91709.3500"	"1578.1860"	"Sin dato"	"Naucalpan de Juárez"	"Naucalpan de Juárez"	"CIBIOGEM"	"1"	"326"	"327"	"50.00000000000"	"50.00000000000"	"335"
"343"	"Zona Sujeta a Conservación Ambiental Arroyo Santa Cruz"	"Barrancas del Huizachal, del Arroyo Santa Cruz y del Arroyo Plan de la Zanja"	"Estatal"	"México"	"24/5/2004"	"Reserva Ecológica Estatal"	"Zona Sujeta a Conservación Ambiental"	"Sin dato"	"11.0820"	"1.0250"	"110315.1070"	"3738.5570"	"Sin dato"	"Naucalpan de Juárez"	"Naucalpan de Juárez"	"CIBIOGEM"	"2"	"342"	"343"	"50.00000000000"	"50.00000000000"	"343"
"344"	"Zona Sujeta a Conservación Ambiental Arroyo Plan de la Zanja"	"Barrancas del Huizachal, del Arroyo Santa Cruz y del Arroyo Plan de la Zanja"	"Estatal"	"México"	"24/5/2004"	"Reserva Ecológica Estatal"	"Zona Sujeta a Conservación Ambiental"	"Sin dato"	"11.0820"	"1.5670"	"168666.6860"	"7158.6270"	"Sin dato"	"Naucalpan de Juárez"	"Naucalpan de Juárez"	"CIBIOGEM"	"2"	"343"	"344"	"50.00000000000"	"50.00000000000"	"344"
"345"	"Santo Tomás de los Plátanos"	"Malpaís de Santo Tomás de los Plátanos"	"Estatal"	"México"	"6/8/1993"	"Reserva Ecológica Estatal"	"Zona Sujeta a Conservación Ambiental"	"Sin dato"	"145.0489"	"13.3960"	"1441981.0500"	"9455.1680"	"Sin dato"	"Santo Tomás de los Plátanos"	"Santo Tomás, Valle de Bravo"	"CIBIOGEM"	"1"	"344"	"345"	"50.00000000000"	"50.00000000000"	"345"
"346"	"San José Chalco"	""	"Estatal"	"México"	"2/6/1994"	"Estatal"	"Parque Estatal Ecológico, Turístico y Recreativo"	"Sin dato"	"16.9321"	"1.5770"	"169740.1800"	"2871.1780"	"Sin dato"	"Ixtapaluca"	"Ixtapaluca, La Paz"	"CIBIOGEM"	"1"	"345"	"346"	"50.00000000000"	"50.00000000000"	"346"
"347"	"La Cañada"	""	"Estatal"	"México"	"8/8/2003"	"Reserva Ecológica Estatal"	"Reserva Ecológica Estatal"	"Sin dato"	"5.0000"	"0.4640"	"49994.1000"	"935.4210"	"Sin dato"	"Otumba"	"Otumba"	"CIBIOGEM"	"1"	"346"	"347"	"50.00000000000"	"50.00000000000"	"347"
"348"	"Grutas de la Estrella"	""	"Estatal"	"México"	"13/10/2004"	"Estatal"	"Parque Estatal"	"Sin dato"	"4.0181"	"0.4310"	"46355.2830"	"923.5270"	"Sin dato"	"Tonatico"	"Tonatico"	"CIBIOGEM"	"1"	"347"	"348"	"50.00000000000"	"50.00000000000"	"348"
"349"	"El Llano"	""	"Estatal"	"México"	"5/1/1978"	"Estatal"	"Parque Natural"	"Sin dato"	"101.8981"	"8.4600"	"910587.3100"	"7821.2310"	"Sin dato"	"Jilotepec"	"Jilotepec"	"CIBIOGEM"	"1"	"348"	"349"	"50.00000000000"	"50.00000000000"	"349"
"350"	"Tiacaque"	""	"Estatal"	"México"	"4/5/1993"	"Reserva Ecológica Estatal"	"Reserva Ecológica Estatal"	"Sin dato"	"6.7472"	"2.1200"	"228156.6030"	"2304.0540"	"Sin dato"	"Jocotitlán"	"Jocotitlán"	"CIBIOGEM"	"1"	"349"	"350"	"50.00000000000"	"6.25000000000"	"350"
"351"	"Tiacaque"	""	"Estatal"	"México"	"4/5/1993"	"Reserva Ecológica Estatal"	"Reserva Ecológica Estatal"	"Sin dato"	"6.7472"	"0.6100"	"65671.8470"	"3040.8120"	"Sin dato"	"Jocotitlán"	"Jocotitlán"	"CIBIOGEM"	"1"	"350"	"351"	"50.00000000000"	"3.12500000000"	"351"
"352"	"Otomí-Mexica"	"Parque Otomí-Mexica"	"Estatal"	"México"	"8/1/1980"	"Estatal"	"Parque Estatal Ecológico, Turístico y Recreativo"	"Sin dato"	"105875.0000"	"9940.1260"	"1069941931.3940"	"742230.2310"	"Sin dato"	"Ocuilan, Tianguistenco, Capulhuac, Jalatlaco, Ocoyoacac, Lerma, Huixquilucan, Naucalpan, Otzolotepec, Xonacatlán, Isidro Fabela, Temoaya, Jiquipilco, Jilotzingo, Villa Nicolás Romero, Villa del Carbón, Morelos"	"Chapa de Mota,Cuajimalpa,Cuernavaca,Huitzilac,Huixquilucan,Isidro Fabela,Jilotzingo,Jiquipilco,Magdalena C.,Lerma,Morelos,Naucalpan,Nicolás Romero,Ocoyoacac,Ocuilan,Otzolotepec,Temoaya,Tianguistenco,Tlalpan,Villa Carbón, Xal.,Xon."	"CIBIOGEM"	"1"	"351"	"352"	"50.00000000000"	"0.19531250000"	"352"
"363"	"Laguna de Zumpango"	""	"Estatal"	"México"	"23/6/2003"	"Santuario del Agua"	"Parque Estatal"	"Sin dato"	"20108.7951"	"1868.1760"	"201087951.4680"	"91652.2660"	"Sin dato"	"Zumpango, Teoloyucan, Cuautitlán Izcalli, Cuautitlán, Nextlalpan, Tepotzotlán, Coyotepec, Huehuetoca, Tequixquiac"	"Coyotepec, Cuautitlán, Cuautitlán Izcalli, Huehuetoca, Melchor Ocampo, Nextlalpan, Teoloyucan, Tepotzotlán, Tequixquiac, Zumpango"	"CIBIOGEM"	"1"	"362"	"363"	"50.00000000000"	"50.00000000000"	"366"
"364"	"Corral de Piedra"	"Presa Corral de Piedra"	"Estatal"	"México"	"23/6/2003"	"Santuario del Agua"	"Parque Estatal Santuario del Agua"	"Sin dato"	"3622.7031"	"336.5610"	"36227031.7480"	"24138.5040"	"Sin dato"	"Amanalco, Temascaltepec, Valle de Bravo"	"Amanalco, Temascaltepec, Valle de Bravo"	"CIBIOGEM"	"1"	"363"	"364"	"50.00000000000"	"50.00000000000"	"367"
"353"	"Chapa de Mota"	""	"Estatal"	"México"	"26/5/1977"	"Estatal"	"Parque Estatal"	"Sin dato"	"6215.0000"	"591.2570"	"63642071.3920"	"65805.6170"	"Sin dato"	"Chapa de Mota, Villa del Carbón"	"Chapa de Mota, Villa del Carbón"	"CIBIOGEM"	"1"	"352"	"353"	"50.00000000000"	"3.12500000000"	"353"
"360"	"Lagunas de Xico"	""	"Estatal"	"México"	"8/6/2004"	"Santuario del Agua"	"Parque Estatal"	"Sin dato"	"1556.5584"	"11.2980"	"1216138.2230"	"3953.5310"	"Sin dato"	"Valle de Chalco Solidaridad"	"Valle de Chalco Solidaridad"	"CIBIOGEM"	"1"	"359"	"360"	"50.00000000000"	"50.00000000000"	"354"
"361"	"Lagunas de Xico"	""	"Estatal"	"México"	"8/6/2004"	"Santuario del Agua"	"Parque Estatal"	"Sin dato"	"1556.5584"	"133.3110"	"14349446.0810"	"20899.5700"	"Sin dato"	"Valle de Chalco Solidaridad"	"Chalco, Tláhuac, Valle de Chalco Solidaridad"	"CIBIOGEM"	"1"	"360"	"361"	"50.00000000000"	"50.00000000000"	"355"
"409"	"Sierra de Vallejo"	""	"Estatal"	"Nayarit"	"1/12/2004"	"Sin dato"	"Reserva de la Biosfera Estatal"	"Zona de amortiguamiento"	"63598.5300"	"0.0000"	"2991.0900"	"0.0000"	"Sin dato"	"Compostela, Bahía de Banderas"	"Compostela"	"Gobierno del  Estado"	"1"	"408"	"409"	"50.00000000000"	"50.00000000000"	"356"
"422"	"Sierra de Vallejo"	""	"Estatal"	"Nayarit"	"1/12/2004"	"Sin dato"	"Reserva de la Biosfera Estatal"	"Zona de amortiguamiento"	"63598.5300"	"0.0000"	"1484.6830"	"0.0000"	"Sin dato"	"Compostela, Bahía de Banderas"	"Compostela"	"Gobierno del  Estado"	"1"	"421"	"422"	"50.00000000000"	"50.00000000000"	"357"
"362"	"Valle de Bravo"	""	"Estatal"	"México"	"12/11/2003"	"Santuario del Agua"	"Parque Estatal Santuario del Agua"	"Sin dato"	"15365.2355"	"13143.7490"	"153652355.7690"	"122082.2420"	"Sin dato"	"Valle de Bravo"	"Amanalco, Valle de Bravo"	"CIBIOGEM"	"1"	"361"	"362"	"50.00000000000"	"6.25000000000"	"365"
"354"	"Arroyo Sila"	"Subcuenca Tributaria Arroyo Sila"	"Estatal"	"México"	"12/5/2006"	"Santuario del Agua"	"Parque Estatal Santuario del Agua y Forestal"	"Sin dato"	"55505.6294"	"4970.8560"	"535056294.2740"	"144663.7700"	"Sin dato"	"Atlacomulco, Ixtlahuaca, Jiquipilco, Jocotitlán, Morelos, Villa del Carbón"	"Atlacomulco, Chapa de Mota, Ixtlahuaca, Jiquipilco, Jocotitlán, Morelos, Nicolás Romero, Temoaya, Timilpan, Villa del Carbón"	"CIBIOGEM"	"1"	"353"	"354"	"50.00000000000"	"0.00610351563"	"358"
"355"	"Presas Bockman y Victoria"	"Presas Brockman y Victoria"	"Estatal"	"México"	"13/10/2004"	"Santuario del Agua"	"Parque Estatal Santuario del Agua y Forestal"	"Sin dato"	"1564.6073"	"145.3570"	"15646073.8700"	"20887.1850"	"Sin dato"	"El Oro, San José del Rincón"	"El Oro, San José del Rincón, Tlalpujahua"	"CIBIOGEM"	"1"	"354"	"355"	"50.00000000000"	"50.00000000000"	"359"
"356"	"Presa de Guadalupe"	"Presa Guadalupe"	"Estatal"	"México"	"13/10/2004"	"Santuario del Agua"	"Parque Estatal Santuario del Agua y Forestal"	"Sin dato"	"1750.3847"	"162.6170"	"17503847.8010"	"17508.9900"	"Sin dato"	"Cuautitlán Izcalli, Nicolás Romero"	"Atizapán de Zaragoza, Cuautitlán Izcalli, Nicolás Romero"	"CIBIOGEM"	"1"	"355"	"356"	"50.00000000000"	"50.00000000000"	"360"
"381"	"Cerro Gordo"	""	"Estatal"	"México"	"26/5/1977"	"Estatal"	"Parque Estatal"	"Sin dato"	"3027.0000"	"270.8160"	"29150277.3250"	"30912.4590"	"Sin dato"	"Temascalapa, Axapusco, San Martín de las Pirámides"	"Axapusco, San Martín de las Pirámides, Temascalapa"	"CIBIOGEM"	"1"	"380"	"381"	"50.00000000000"	"50.00000000000"	"361"
"357"	"Manantiales Cascada Diamantes"	""	"Estatal"	"México"	"13/10/2004"	"Santuario del Agua"	"Parque Estatal Santuario del Agua"	"Sin dato"	"7054.9519"	"3.7630"	"70549519.6290"	"59735.2130"	"Sin dato"	"Tlalmanalco"	"Amecameca, Chalco, Tlalmanalco"	"CIBIOGEM"	"1"	"356"	"357"	"50.00000000000"	"50.00000000000"	"362"
"358"	"Sistema Hidrológico Presa Huapango"	""	"Estatal"	"México"	"8/6/2004"	"Santuario del Agua"	"Parque Estatal Santuario del Agua"	"Sin dato"	"71024.3767"	"6598.2370"	"710225423.9080"	"180108.2660"	"Sin dato"	"Acambay, Aculco, Jilotepec, Polotitlán, Timilpan"	"Acambay de Ruíz Castañeda, Aculco, Chapa de Mota, Jilotepec, Morelos, Nopala de Villagrán, Polotitlán, San Juan del Río, Timilpan"	"CIBIOGEM"	"1"	"357"	"358"	"50.00000000000"	"3.12500000000"	"363"
"359"	"Manantiales de Tiacaque"	""	"Estatal"	"México"	"8/6/2004"	"Santuario del Agua"	"Parque Estatal Santuario del Agua"	"Sin dato"	"2193.2623"	"203.7620"	"21932623.8660"	"30373.5270"	"Sin dato"	"Jocotitlán"	"Ixtlahuaca, Jiquipilco, Jocotitlán"	"CIBIOGEM"	"1"	"358"	"359"	"50.00000000000"	"0.39062500000"	"364"
"365"	"Villa Victoria"	"Presa Villa Victoria"	"Estatal"	"México"	"8/6/2004"	"Santuario del Agua"	"Parque Estatal Santuario del Agua y Forestal"	"Sin dato"	"46772.5020"	"4424.1720"	"476211958.4740"	"131480.0510"	"Sin dato"	"Villa Victoria, San José del Rincón"	"Almoloya de Juárez, San Felipe del Progreso, San José del Rincón, Villa de Allende, Villa Victoria"	"CIBIOGEM"	"1"	"364"	"365"	"50.00000000000"	"50.00000000000"	"368"
"386"	"Tlatucapa"	""	"Estatal"	"México"	"11/4/2014"	"Estatal"	"Parque Estatal"	"Sin dato"	"213.8300"	"273.1050"	"2731054.9480"	"10555.9550"	"Sin dato"	"Ocuilan"	"Ocuilan"	"CIBIOGEM"	"1"	"385"	"386"	"50.00000000000"	"25.00000000000"	"369"
"410"	"Sierra de Vallejo"	""	"Estatal"	"Nayarit"	"1/12/2004"	"Sin dato"	"Reserva de la Biosfera Estatal"	"Zona de amortiguamiento"	"63598.5300"	"0.0000"	"161.0390"	"0.0000"	"Sin dato"	"Compostela, Bahía de Banderas"	"Bahía de Banderas"	"Gobierno del  Estado"	"1"	"409"	"410"	"50.00000000000"	"50.00000000000"	"370"
"366"	"Río San Lorenzo"	"Suncuenca Tributaria Río San Lorenzo"	"Estatal"	"México"	"12/5/2006"	"Santuario del Agua"	"Parque Estatal Santuario del Agua y Forestal"	"Sin dato"	"12657.9410"	"9940.1260"	"126579410.1540"	"64327.4970"	"Sin dato"	"Lerma"	"Huixquilucan, Lerma, Ocoyoacac"	"CIBIOGEM"	"1"	"365"	"366"	"50.00000000000"	"50.00000000000"	"371"
"397"	"Sierra de Vallejo"	""	"Estatal"	"Nayarit"	"1/12/2004"	"Sin dato"	"Reserva de la Biosfera Estatal"	"Zona núcleo"	"63598.5300"	"0.0000"	"882.9660"	"0.0000"	"Sin dato"	"Compostela, Bahía de Banderas"	"Bahía de Banderas, Compostela"	"Gobierno del  Estado"	"1"	"396"	"397"	"50.00000000000"	"0.00152587891"	"402"
